Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status,Budget_Per_Person
MIS012177,2026-12-07,B022,Central,Medical Support,Medium,Snow,44,283,4793271.97,Completed,16937.356784452295
MIS012178,2025-06-15,B007,Central,Disaster Relief,Medium,Snow,45,34,987273.69,Completed,29037.461470588234
MIS012179,2025-01-22,B014,Central,Surveillance,Medium,Rain,53,398,3284105.92,Completed,8251.522412060302
MIS012180,2026-10-20,B006,West,Disaster Relief,High,Storm,14,303,608448.43,Cancelled,2008.0806270627065
MIS012181,2025-02-23,B011,Central,Supply Delivery,Critical,Snow,17,323,1442744.81,Completed,4466.702198142415
MIS012182,2026-09-17,B005,East,Reconnaissance,Medium,Snow,67,351,3641722.14,Delayed,10375.276752136753
MIS012183,2026-07-03,B018,East,Disaster Relief,High,Fog,31,374,4472367.48,Completed,11958.20181818182
MIS012184,2026-01-21,B025,West,Supply Delivery,Low,Snow,67,231,1854675.43,Completed,8028.897965367965
MIS012185,2026-09-11,B024,East,Medical Support,High,Clear,60,201,4800382.1,Completed,23882.498009950246
MIS012186,2026-11-01,B003,East,Equipment Transport,Low,Snow,64,79,2365628.29,Delayed,29944.66189873418
MIS012187,2026-08-04,B023,North,Training Exercise,Critical,Rain,66,236,3277618.83,Cancelled,13888.215381355933
MIS012188,2026-07-14,B008,East,Supply Delivery,Low,Storm,62,202,1523330.45,Completed,7541.239851485148
MIS012189,2026-01-23,B011,Central,Surveillance,Low,Fog,54,23,2094973.79,Completed,91085.81695652174
MIS012190,2025-05-01,B010,North,Border Patrol,Critical,Clear,24,175,4181165.17,Completed,23892.3724
MIS012191,2026-02-11,B022,Central,Supply Delivery,Critical,Snow,26,59,4120365.69,Completed,69836.7066101695
MIS012192,2025-03-26,B008,East,Reconnaissance,Critical,Fog,42,399,4542016.1,Completed,11383.498997493733
MIS012193,2026-07-30,B025,West,Surveillance,High,Rain,53,347,1317203.85,Delayed,3795.9765129683
MIS012194,2026-11-03,B013,South,Reconnaissance,Medium,Snow,27,354,103916.54,Completed,293.54954802259886
MIS012195,2025-10-06,B006,West,Border Patrol,Critical,Fog,70,23,4537306.26,Completed,197274.1852173913
MIS012196,2025-12-28,B030,East,Reconnaissance,Critical,Rain,27,131,1926705.91,Completed,14707.678702290075
MIS012197,2026-05-15,B021,South,Supply Delivery,High,Snow,63,268,949873.61,Delayed,3544.304514925373
MIS012198,2026-07-07,B014,Central,Surveillance,High,Clear,59,303,112200.74,Completed,370.2994719471947
MIS012199,2026-06-21,B019,Central,Supply Delivery,High,Storm,23,395,4097580.9,Completed,10373.62253164557
MIS012200,2025-01-22,B004,East,Training Exercise,Low,Storm,64,222,3011794.55,Completed,13566.642117117117
MIS012201,2026-03-17,B010,North,Supply Delivery,Critical,Fog,69,113,4985549.55,Completed,44119.90752212389
MIS012202,2026-05-25,B002,North,Supply Delivery,Critical,Clear,41,107,2046800.22,Completed,19128.974018691588
MIS012203,2026-10-19,B015,South,Surveillance,High,Snow,28,277,1504147.33,Delayed,5430.13476534296
MIS012204,2026-03-06,B017,East,Border Patrol,Low,Storm,63,98,1327799.69,Completed,13548.976428571428
MIS012205,2026-06-13,B009,South,Supply Delivery,Medium,Storm,54,248,1605275.82,Delayed,6472.886370967743
MIS012206,2025-12-03,B027,West,Disaster Relief,Critical,Clear,34,127,2007283.66,Delayed,15805.3831496063
MIS012207,2025-12-14,B017,East,Disaster Relief,High,Storm,28,392,1481008.24,Completed,3778.0822448979593
MIS012208,2026-07-08,B022,Central,Border Patrol,High,Fog,38,366,2640824.96,Cancelled,7215.368743169399
MIS012209,2026-09-07,B017,East,Surveillance,Medium,Fog,32,270,3793929.63,Completed,14051.591222222221
MIS012210,2026-02-18,B026,South,Reconnaissance,High,Fog,69,369,4905114.94,Completed,13292.994417344175
MIS012211,2026-04-16,B006,West,Disaster Relief,Medium,Storm,5,207,1363894.01,Completed,6588.859951690822
MIS012212,2025-12-13,B024,East,Training Exercise,Critical,Storm,47,71,4461002.65,Completed,62831.023239436625
MIS012213,2025-06-30,B029,South,Supply Delivery,High,Rain,29,114,4096439.81,Delayed,35933.68254385965
MIS012214,2025-01-24,B010,North,Border Patrol,Medium,Rain,14,110,1608073.89,Completed,14618.853545454545
MIS012215,2025-07-07,B025,West,Border Patrol,High,Fog,37,366,1388265.58,Delayed,3793.075355191257
MIS012216,2026-12-08,B001,Central,Training Exercise,Medium,Snow,61,338,3223423.43,Delayed,9536.755710059173
MIS012217,2026-01-10,B003,East,Equipment Transport,Low,Rain,48,106,3934453.12,Completed,37117.482264150945
MIS012218,2025-07-09,B024,East,Border Patrol,Low,Storm,11,189,912219.48,Completed,4826.558095238095
MIS012219,2025-02-24,B009,South,Disaster Relief,Medium,Snow,15,251,3594198.05,Completed,14319.514143426293
MIS012220,2025-03-05,B002,North,Surveillance,Medium,Storm,5,259,608087.96,Completed,2347.829961389961
MIS012221,2025-03-13,B016,West,Supply Delivery,High,Fog,5,263,3667085.35,Completed,13943.29030418251
MIS012222,2026-01-03,B014,Central,Disaster Relief,Low,Storm,66,143,100850.54,Completed,705.2485314685314
MIS012223,2026-11-14,B002,North,Training Exercise,Medium,Rain,43,232,3586745.07,Completed,15460.108060344826
MIS012224,2026-08-05,B007,Central,Supply Delivery,High,Clear,20,365,1190856.05,Completed,3262.619315068493
MIS012225,2026-11-29,B019,Central,Medical Support,High,Clear,9,372,3593382.46,Completed,9659.630268817204
MIS012226,2026-03-17,B017,East,Training Exercise,Medium,Storm,66,293,1774533.94,Completed,6056.429829351536
MIS012227,2026-12-08,B005,East,Training Exercise,High,Clear,60,265,485802.42,Completed,1833.2166792452829
MIS012228,2026-06-23,B021,South,Surveillance,Low,Rain,37,118,4417719.12,Completed,37438.29762711864
MIS012229,2025-08-20,B019,Central,Surveillance,Medium,Rain,21,27,3106394.52,Completed,115051.64888888889
MIS012230,2025-01-08,B018,East,Reconnaissance,Low,Snow,30,277,3695881.53,Completed,13342.532599277978
MIS012231,2026-01-06,B008,East,Equipment Transport,Medium,Storm,31,87,209925.1,Completed,2412.932183908046
MIS012232,2025-08-17,B030,East,Reconnaissance,Medium,Storm,43,304,2467952.65,Delayed,8118.265296052631
MIS012233,2025-04-02,B021,South,Border Patrol,Critical,Snow,46,223,4737816.92,Completed,21245.815784753362
MIS012234,2026-10-04,B020,East,Reconnaissance,Medium,Fog,44,279,802648.67,Completed,2876.876953405018
MIS012235,2025-09-26,B028,West,Disaster Relief,Critical,Snow,6,197,4719799.89,Delayed,23958.37507614213
MIS012236,2025-03-14,B030,East,Training Exercise,Low,Fog,64,208,453018.29,Completed,2177.972548076923
MIS012237,2025-10-17,B017,East,Reconnaissance,High,Clear,22,290,3896576.04,Completed,13436.469103448277
MIS012238,2025-02-12,B017,East,Supply Delivery,Medium,Rain,32,295,3153569.57,Completed,10690.06633898305
MIS012239,2026-06-13,B016,West,Supply Delivery,High,Clear,67,345,753024.69,Completed,2182.6802608695652
MIS012240,2025-09-22,B008,East,Training Exercise,Medium,Clear,45,238,1458597.52,Delayed,6128.5610084033615
MIS012241,2026-03-31,B023,North,Medical Support,High,Snow,37,67,2341794.34,Completed,34952.15432835821
MIS012242,2025-12-30,B010,North,Training Exercise,High,Rain,34,308,4108512.15,Completed,13339.325162337662
MIS012243,2026-06-04,B005,East,Training Exercise,Medium,Storm,55,55,1862128.02,Completed,33856.87309090909
MIS012244,2025-02-09,B009,South,Border Patrol,High,Fog,40,325,504897.28,Completed,1553.5300923076925
MIS012245,2025-12-21,B008,East,Disaster Relief,High,Snow,39,71,1157395.27,Delayed,16301.341830985915
MIS012246,2026-10-24,B028,West,Equipment Transport,Medium,Clear,26,27,879032.43,Completed,32556.756666666668
MIS012247,2026-01-03,B026,South,Surveillance,Critical,Snow,19,354,828959.49,Cancelled,2341.693474576271
MIS012248,2025-10-24,B011,Central,Training Exercise,Critical,Fog,9,284,1859922.5,Completed,6549.022887323944
MIS012249,2025-07-02,B017,East,Surveillance,Medium,Snow,52,83,4422318.2,Completed,53280.9421686747
MIS012250,2025-05-26,B027,West,Supply Delivery,Medium,Snow,55,302,4353692.97,Delayed,14416.201887417217
MIS012251,2026-12-18,B015,South,Equipment Transport,Low,Snow,56,394,3681530.72,Delayed,9343.986598984771
MIS012252,2025-01-18,B021,South,Equipment Transport,High,Clear,37,394,1092340.3,Completed,2772.43730964467
MIS012253,2026-09-06,B030,East,Training Exercise,Critical,Snow,49,314,2640205.34,Completed,8408.297261146496
MIS012254,2025-12-21,B012,South,Equipment Transport,Low,Snow,26,225,2736500.1,Delayed,12162.222666666667
MIS012255,2026-09-05,B015,South,Medical Support,High,Rain,69,151,4769730.5,Completed,31587.619205298015
MIS012256,2026-07-09,B010,North,Reconnaissance,Medium,Rain,29,90,3180076.61,Completed,35334.184555555556
MIS012257,2026-06-29,B020,East,Surveillance,High,Storm,35,308,2225536.2,Delayed,7225.766883116884
MIS012258,2025-12-11,B027,West,Training Exercise,High,Snow,13,226,3008988.31,Completed,13314.107566371682
MIS012259,2025-01-13,B024,East,Equipment Transport,Low,Rain,32,226,3028618.21,Completed,13400.965530973452
MIS012260,2025-02-12,B019,Central,Reconnaissance,Medium,Snow,7,62,4673717.03,Delayed,75382.53274193549
MIS012261,2026-09-14,B001,Central,Surveillance,Critical,Snow,51,56,1998739.35,Completed,35691.77410714286
MIS012262,2026-04-14,B001,Central,Surveillance,Medium,Clear,38,96,2829298.11,Cancelled,29471.8553125
MIS012263,2026-12-07,B013,South,Border Patrol,Medium,Clear,17,165,4780378.23,Completed,28971.989272727275
MIS012264,2026-03-13,B020,East,Supply Delivery,Low,Clear,58,165,3337616.72,Completed,20227.980121212124
MIS012265,2025-04-28,B010,North,Supply Delivery,Critical,Rain,25,296,3013438.85,Delayed,10180.536655405405
MIS012266,2025-08-28,B002,North,Supply Delivery,High,Rain,21,364,2936004.4,Completed,8065.946153846154
MIS012267,2025-07-01,B008,East,Medical Support,High,Rain,18,168,1748504.14,Completed,10407.762738095238
MIS012268,2026-03-08,B006,West,Surveillance,Low,Clear,40,268,1268916.95,Completed,4734.76473880597
MIS012269,2025-11-01,B015,South,Border Patrol,Critical,Storm,8,218,4822327.38,Delayed,22120.767798165136
MIS012270,2026-01-11,B003,East,Border Patrol,High,Clear,19,238,3744533.04,Completed,15733.332100840336
MIS012271,2025-05-20,B013,South,Training Exercise,Low,Storm,41,170,3792366.13,Completed,22308.036058823527
MIS012272,2025-09-29,B013,South,Disaster Relief,High,Rain,44,49,3278786.78,Completed,66914.01591836734
MIS012273,2025-09-14,B030,East,Supply Delivery,Medium,Fog,62,313,2740415.52,Completed,8755.321150159745
MIS012274,2026-05-20,B008,East,Surveillance,Medium,Storm,4,188,3433835.55,Completed,18265.082712765958
MIS012275,2026-05-05,B012,South,Reconnaissance,High,Clear,52,336,3040369.85,Completed,9048.719791666666
MIS012276,2026-06-05,B024,East,Training Exercise,Medium,Clear,56,212,1397565.84,Completed,6592.2916981132075
MIS012277,2025-10-11,B021,South,Equipment Transport,Medium,Snow,69,341,3176015.36,Delayed,9313.828035190616
MIS012278,2025-02-07,B017,East,Surveillance,High,Clear,45,369,1296606.03,Completed,3513.8374796747967
MIS012279,2026-12-14,B012,South,Equipment Transport,High,Fog,18,359,861273.19,Completed,2399.0896657381613
MIS012280,2026-06-08,B023,North,Surveillance,High,Fog,27,109,1222208.65,Completed,11212.923394495412
MIS012281,2026-10-24,B006,West,Equipment Transport,Low,Snow,5,139,3579321.36,Completed,25750.513381294964
MIS012282,2026-11-15,B028,West,Disaster Relief,Critical,Snow,36,292,2635033.08,Delayed,9024.08589041096
MIS012283,2025-01-14,B001,Central,Equipment Transport,High,Snow,52,263,1006515.47,Completed,3827.055019011407
MIS012284,2026-11-14,B026,South,Surveillance,Medium,Fog,36,84,323764.2,Delayed,3854.3357142857144
MIS012285,2025-02-04,B019,Central,Training Exercise,High,Rain,42,349,3684654.48,Completed,10557.749226361031
MIS012286,2025-02-06,B018,East,Medical Support,High,Clear,35,313,1014834.36,Completed,3242.282300319489
MIS012287,2025-10-11,B026,South,Border Patrol,High,Fog,37,370,3580023.61,Completed,9675.739486486485
MIS012288,2025-12-22,B017,East,Medical Support,Low,Fog,32,326,1568389.88,Cancelled,4811.01190184049
MIS012289,2025-03-16,B010,North,Supply Delivery,Medium,Clear,27,154,4816560.83,Completed,31276.369025974025
MIS012290,2025-11-07,B022,Central,Equipment Transport,High,Rain,53,234,2699237.68,Completed,11535.203760683762
MIS012291,2025-07-08,B018,East,Border Patrol,Medium,Fog,16,244,1124261.66,Completed,4607.6297540983605
MIS012292,2026-02-18,B022,Central,Border Patrol,High,Rain,51,211,2422471.71,Completed,11480.908578199052
MIS012293,2025-10-14,B013,South,Supply Delivery,Low,Snow,14,388,3663083.13,Completed,9440.935902061856
MIS012294,2026-09-11,B005,East,Training Exercise,Medium,Rain,15,368,1228112.99,Completed,3337.263559782609
MIS012295,2026-03-07,B019,Central,Disaster Relief,High,Fog,40,352,2682542.47,Completed,7620.859289772728
MIS012296,2025-05-18,B010,North,Training Exercise,High,Snow,25,385,3384857.51,Completed,8791.837688311687
MIS012297,2025-04-22,B019,Central,Equipment Transport,Medium,Clear,57,45,3798694.07,Completed,84415.42377777777
MIS012298,2026-02-15,B028,West,Equipment Transport,Medium,Storm,60,201,3668440.1,Completed,18250.945771144277
MIS012299,2026-02-19,B021,South,Reconnaissance,Medium,Fog,17,266,959242.42,Completed,3606.1745112781955
MIS012300,2025-07-18,B009,South,Equipment Transport,Low,Storm,69,50,4137546.0,Completed,82750.92
MIS012301,2026-10-11,B004,East,Medical Support,Critical,Rain,58,389,4726793.06,Completed,12151.138971722365
MIS012302,2026-04-03,B014,Central,Surveillance,Critical,Fog,15,349,4244440.16,Completed,12161.71965616046
MIS012303,2026-09-18,B015,South,Disaster Relief,High,Clear,56,64,330309.54,Cancelled,5161.0865625
MIS012304,2025-12-01,B016,West,Disaster Relief,Critical,Fog,72,358,3265238.43,Completed,9120.777737430168
MIS012305,2026-01-31,B008,East,Surveillance,High,Fog,50,118,2693405.43,Delayed,22825.46974576271
MIS012306,2025-03-04,B019,Central,Equipment Transport,Medium,Snow,30,20,1804873.51,Delayed,90243.6755
MIS012307,2026-04-25,B004,East,Surveillance,Medium,Fog,37,370,201223.96,Completed,543.8485405405405
MIS012308,2026-06-23,B015,South,Surveillance,Critical,Fog,40,221,2736606.7,Completed,12382.835746606335
MIS012309,2026-01-11,B013,South,Equipment Transport,Critical,Fog,49,263,1713590.71,Completed,6515.5540304182505
MIS012310,2026-11-20,B012,South,Reconnaissance,High,Rain,31,146,2984551.1,Delayed,20442.13082191781
MIS012311,2025-03-21,B027,West,Reconnaissance,High,Clear,7,85,3574234.24,Completed,42049.8145882353
MIS012312,2025-10-07,B014,Central,Training Exercise,High,Rain,70,279,809910.71,Completed,2902.905770609319
MIS012313,2025-04-02,B016,West,Supply Delivery,Critical,Fog,68,34,2723279.95,Cancelled,80096.46911764707
MIS012314,2025-07-20,B011,Central,Equipment Transport,Medium,Fog,62,208,3239277.95,Completed,15573.451682692308
MIS012315,2026-01-07,B019,Central,Supply Delivery,Critical,Snow,5,190,665017.01,Completed,3500.0895263157895
MIS012316,2026-03-09,B023,North,Surveillance,High,Fog,56,236,4391877.9,Completed,18609.65211864407
MIS012317,2025-08-03,B028,West,Supply Delivery,Critical,Snow,9,302,2583059.77,Delayed,8553.178046357616
MIS012318,2025-02-05,B010,North,Reconnaissance,Critical,Fog,13,215,1823987.2,Completed,8483.661395348838
MIS012319,2026-06-21,B017,East,Equipment Transport,Critical,Snow,5,134,3077386.45,Delayed,22965.57052238806
MIS012320,2025-06-21,B015,South,Reconnaissance,Low,Clear,21,361,2457218.82,Completed,6806.700332409971
MIS012321,2026-10-21,B003,East,Supply Delivery,Critical,Storm,30,126,3403411.12,Delayed,27011.199365079367
MIS012322,2026-01-17,B004,East,Equipment Transport,High,Storm,67,293,4945413.86,Completed,16878.545597269625
MIS012323,2026-01-31,B030,East,Surveillance,Low,Snow,23,333,3458741.3,Delayed,10386.61051051051
MIS012324,2026-05-27,B013,South,Reconnaissance,Medium,Fog,10,95,721110.08,Completed,7590.632421052631
MIS012325,2026-01-27,B014,Central,Equipment Transport,Critical,Snow,25,292,1007065.96,Completed,3448.8560273972603
MIS012326,2026-05-20,B029,South,Reconnaissance,High,Clear,5,235,1773161.82,Completed,7545.3694468085105
MIS012327,2025-04-11,B026,South,Reconnaissance,High,Clear,72,390,3318425.82,Completed,8508.784153846153
MIS012328,2026-03-02,B015,South,Disaster Relief,Medium,Storm,40,226,867206.45,Completed,3837.196681415929
MIS012329,2025-03-05,B016,West,Medical Support,Low,Clear,44,241,1586173.32,Completed,6581.632033195021
MIS012330,2025-11-16,B002,North,Border Patrol,High,Rain,27,328,2734563.16,Completed,8337.08280487805
MIS012331,2025-11-21,B002,North,Reconnaissance,High,Clear,58,123,1580968.26,Completed,12853.400487804878
MIS012332,2025-11-12,B004,East,Surveillance,Critical,Storm,6,243,3046922.81,Completed,12538.776995884773
MIS012333,2026-09-09,B012,South,Border Patrol,Medium,Fog,21,339,767774.75,Completed,2264.8222713864307
MIS012334,2025-11-23,B008,East,Disaster Relief,High,Storm,55,313,279720.69,Delayed,893.6763258785943
MIS012335,2026-08-06,B009,South,Equipment Transport,Low,Snow,24,62,4037241.65,Completed,65116.80080645161
MIS012336,2026-05-13,B015,South,Disaster Relief,Low,Rain,5,214,4956372.09,Completed,23160.617242990655
MIS012337,2026-01-04,B012,South,Supply Delivery,Medium,Snow,41,180,837434.47,Completed,4652.413722222222
MIS012338,2025-08-05,B029,South,Disaster Relief,Low,Storm,67,149,3710342.11,Completed,24901.624899328857
MIS012339,2026-04-10,B011,Central,Equipment Transport,High,Fog,60,301,2479292.33,Completed,8236.851594684385
MIS012340,2025-07-10,B029,South,Equipment Transport,Critical,Snow,21,97,963687.78,Completed,9934.92556701031
MIS012341,2026-03-18,B005,East,Training Exercise,Critical,Rain,53,203,2840630.86,Completed,13993.255467980294
MIS012342,2025-12-12,B023,North,Border Patrol,Low,Snow,56,356,4151745.81,Completed,11662.207331460675
MIS012343,2025-12-10,B014,Central,Equipment Transport,Medium,Clear,24,187,4111731.7,Completed,21987.870053475937
MIS012344,2025-11-25,B015,South,Reconnaissance,Medium,Fog,51,136,1202080.08,Completed,8838.82411764706
MIS012345,2026-10-25,B006,West,Disaster Relief,Critical,Clear,42,245,2365832.8,Completed,9656.460408163264
MIS012346,2026-05-01,B006,West,Equipment Transport,Medium,Storm,49,60,3607010.77,Completed,60116.84616666667
MIS012347,2025-06-09,B029,South,Border Patrol,Critical,Rain,43,300,1850222.41,Completed,6167.408033333333
MIS012348,2025-05-06,B030,East,Surveillance,Low,Fog,61,137,2739382.46,Completed,19995.492408759124
MIS012349,2025-04-15,B014,Central,Disaster Relief,Medium,Snow,67,31,2706841.53,Delayed,87317.46870967741
MIS012350,2025-11-16,B027,West,Border Patrol,Medium,Fog,45,391,3154352.22,Completed,8067.396982097187
MIS012351,2025-10-03,B015,South,Supply Delivery,Medium,Clear,67,33,251582.29,Completed,7623.705757575758
MIS012352,2025-08-03,B004,East,Training Exercise,Low,Snow,13,372,3596867.9,Completed,9668.999731182796
MIS012353,2025-05-19,B019,Central,Border Patrol,Medium,Rain,7,377,3926200.69,Delayed,10414.325437665782
MIS012354,2026-07-05,B025,West,Equipment Transport,High,Storm,11,42,1787079.37,Completed,42549.50880952381
